row/col,DL,DL,AM,AF,AZ,MU,G3,KL,KE,QJ,VS,VA,UX,KQ,ME,SV,RO,SU,AR,CI,CZ,CQ,GA,VN,MF,HA,WS,XK,MK,SB,CE,CM,JL,QJ,MH,DT,HV,T7,PS,JU,EY,NH,AC,PG,CX,KA,PC,HX,JQ,QF,SA,NZ,AA,AS,EK,TP,OS,QR,SQ,MI,HU,BA,AY,IB,JJ,LA,RJ,S7,UL,GF,EI,IG,JL,O6,NT,I9,AT,TA,4O,TBD,FI,DC,DE,KS,7H,B6,HM,OZ,SN,SK,PR,PR,WY,UA
AZ,E:.5;L:.5;T:.5;U:.5;X:.5;V:.5;S:.75;H:.75;Q:.75;K:.75;Y:1;B:1;M:1;W:1.25;G:1.25;D:1.5;I:1.5;Z:1.5;,,E:.5;N:.5;R:.5;V:.5;W:.5;U:1;K:1;H:1;L:1;Q:1;T:1;Y:1;B:1;M:1;D:1.5;I:1.5;J:2;C:2;,K:.5;H:.5;L:.5;Q:.5;T:.5;Y:1;B:1;M:1;U:1;W:1.5;S:1.5;A:1.5;J:2;C:2;D:2;I:2;Z:2;P:2;F:2;,[3],T:.3;L:.5;N:.5;R:.5;S:.5;V:.5;K:.5;Y:1;B:1;E:1;H:1;M:1;W:1;J:1.25;C:1.25;D:1.25;I:1.25;,T:1;U:1;J:1;W:1;P:1;E:1;Y:1;S:1;K:1;M:1;H:1;Q:1;L:1;F:1;V:1;C:1.5;D:1.5;,E:.25;N:.25;R:.25;V:.25;G:.25;K:.5;H:.5;L:.5;Q:.5;S:.5;A:.5;W:.5;T:.5;Y:1;B:1;M:1;U:1;J:2;C:2;D:2;I:2;Z:2;,S:.5;H:.5;E:.5;K:.5;Y:1;B:1;M:1;W:1;Z:1;J:1.25;C:1.25;D:1.25;I:1.25;R:1.25;P:1.5;F:1.5;,,,M:.25;S:.25;U:.25;T:.5;Q:.5;V:.5;N:.5;E:.5;G:.5;Y:1;B:1;L:1;K:1;H:1;W:1.25;R:1.25;O:1.25;J:2;C:2;D:2;I:2;,P:.25;A:.25;N:.25;F:.25;S:.5;R:.5;T:.5;Q:.5;Y:1;B:1;M:1;L:1;E:1;K:1;V:1;H:1;C:1.5;D:1.5;I:1.5;J:1.5;,J:1.75;C:1.5;I:1.5;D:1.5;Z:1.25;Y:1;B:1;M:1;U:.75;K:.75;H:.75;L:.5;Q:.5;T:.5;R:.5;E:.5;N:.5;G:.25;V:.25;W:.25;,H:.5;T:.5;L:.5;Q:.5;Y:1;K:1;B:1;M:1;U:1;J:1.5;D:1.5;Z:1.5;C:1.5;I:1.5;,U:.5;E:.5;B:.5;M:.5;K:.5;H:.5;L:.5;T:.5;V:.5;N:.5;Gÿ:.5;Q:.75;Y:1;F:1.25;P:1.25;A:1.25;J:1.25;C:1.25;D:1.25;I:1.25;,L:.5;Q:.5;N:.5;T:.5;R:.5;H:.5;G:.5;V:.5;B:1;M:1;K:1;U:1;Y:1.5;C:2;D:2;J:2;I:2;,J:1.5;C:1.5;D:1.5;i:1.25;Z:1.25;W:1.1;S:1.1;A:1.1;Y:1;B:1;M:.5;U:.5;K:.5;H:.5;Q:.25;T:.25;E:.25;N:.25;L:.25,T:.5;E:.5;N:.5;V:.5;A:.5;R:.5;G:.5;Y:1;B:1;M:1;U:1;K:1;H:1;L:1;Q:1;I:1.25;W:1.25;S:1.25;J:1.5;C:1.5;D:1.5;,K:.5;V :.5;T:.5;R:.5;Q:.5;H:.5;N:.5;Y:1;B:1;M:1;W:1;U:1;E:1;J:1.25;C:1.25;D:1.25;,A:.4;U:.4;L:.4;E:.4;Q:.4;S:.4;Y:1;B:1;M:1;H:1;K:1;P:1;W:1.1;I:1;J:1.3;C:1.3;D:1.3;F:1.5;,G:.5;U:.5;L:.5;X:.5;Q:.5;A:.5;T:.5;Y:1;M:1;B:1;H:1;K:1;J:2;C:2;D:2;,M:.5;K:.5;N:.5;Q:.5;T:.5;Y:1;B:1;W:1;J:1.25;C:1.25;D:1.25;I:1.25;,H:.5;L:.5;Q:.5;K:.5;B:.5;Y:1;M:1;S:1;W:1;Z:1;U:1;C:1.25;J:1.25;D:1.25;I:1.25;,N:.5;K:.5;Q:.5;V:.5;Y:1;B:1;L:1;M:1;H:1;J:1.25;C:1.25;D:1.25;I:1.25;F:1.5;Aÿ:1.5;ÿ:1.5;,,,,,,,,,K:.25;H:.25;V:.25;O:.25;W:.25;B:.25;N:.5;L:.5;Q:.5;S:.5;Y:1;M:1;T:1;U:1;C:1.5;J:1.5;Z:1.5;I:1.5;P:1.5;F:2;A:2;,K:.5;M:.5;Y:1;B:1;H:1;C:1.25;J:1.25;D:1.25;Z:1.25;F:1.5;A:1.5;,,,,,Q:.5;L:.5;V:.5;U:.5;E:.5;T:.5;Y:1;B:1;H:1;K:1;M:1;J:1.5;C:1.5;D:1.5;W:1.5;,E:.5;U:.5;V:.5;L:.5;Q:.5;G:.5;M:.75;K:.75;H:1;B:1;Y:1;W:1.3;D:1.3;Z:1.3;C:1.75;J:1.75;R:1.8;A:2.5;F:2.5;P:4;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CI,F:1;P:1;A:1;G:1;J:1;C:1;D:1;I:1;Z:1;W:1;Y:1;B:1;M:1;S:.5;H:.5;Q:.5;K:.5;L:.5;U:.5;T:.25;X:.25;V:.25;E:.25;,,J:2;C:2;D:1.5;I:1.5;Y:1.25;B:1.25;M:1.25;U:1;K:1;H:1;L:1;Q:1;T:1;E:1;N:.5;R:.5;V:.5;W:.5;,P:1.5;F:1.3;J:1.3;C:1.25;D:1.25;I:1.25;Z:1.25;W:1.1;S:1.1;A:1;Y:1;B:1;M:.8;U:.75;K:.5;Q:.5;H:.5;L:.5;,J:1.25;C:1.25;D:1.25;I:1.25;E:1.25;P:1;A:1;Y:1;B:1;M:1;H:1;K:1;V:1;T:1;N:.5;S:.5;Q:.5;X:.5;,U:1.5;F:1.5;P:1.5;J:1.3;C:1.3;D:1.3;I:1.3;Q:1.3;W:1.1;Y:1;B:1;M:1;E:1;H:1;K:.5;L:.5;N:.5;R:.5;S:.5;V:.5;T:.3;,,J:1.3;C:1.25;D:1.25;I:1.25;Z:1.25;Y:1;B:1;M:.8;P:.75;U:.75;F:.75;W:.75;K:.5;Q:.5;H:.5;L:.5;S:.5;A:.5;T:.25;E:.2;N:.2;G:.2;R:.2;V:.2;,R:2;P:1.65;F:1.5;J:1.35;C:1.25;D:1.25;I:1.25;Z:1;Y:1;S:1;B:1;M:1;H:1;,,,,J:1.5;C:1.5;D:1.5;I:1;Y:1;B:1;M:1;L:1;E:1;K:1;V:1;,C:1.25;I:1.25;J:1.25;Z:1.25;B:1;E:1;H:1;K:1;L:1;M:1;N:1;Q:1;R:1;S:1;T:1;,J:2;D:2;Z:2;Y:1;K:1;H:1;L:1;T:1;V:1;Q:1;N:1;,F:2.5;P:2.5;A:2;J:1.75;C:1.5;D:1.5;I:1.5;Y:1;B:.75;M:.75;K:.75;H:.75;T:.75;G:.5;Q:.5;L:.5;U:.5;V:.5;,J:1.25;C:1.25;D:1.25;I:1.25;Y:1;B:1;M:1;U:1;K:.75;R:.75;H:.75;G:.75;L:.5;Q:.5;N:.5;T:.5;V:.5;S:.5;E:.5;,J:1.5;C:1.5;D:1.5;I:1;Z:1;W:1;S:1;A:1;Y:1;B:1;M:.8;U:.8;K:.8;H:.8;L:.8;Q:.5;T:.5;E:.5;N:.5;,J:1.25;D:1.25;C:1.25;I:1.25;W:1.25;S:1.25;Y:1;B:1;M:1;U:1;K:1;H:1;L:1;Q:1;T:.5;E:.5;N:.5;V:.5;A:.5;R:.5;G:.5;,J:1.5;C:1.5;D:1.5;W:1;U:1;A:1;E:1;Y:1;B:1;M:1;K:1;V:1;T:1;R:1;Q:1;H:1;N:1;,F:1.5;J:1.3;C:1.3;D:1.3;I:1.3;W:1.1;S:1.1;Y:1;B:1;M:1;H:1;K:1;P:1;A:.4;U:.4;L:.4;Q:.4;E:.4;V:.4;T:.4;N:.4;,J:1.25;C:1.25;D:1.25;Y:1;M:1;B:1;H:1;K:1;T:1;,J:1.25;C:1.25;D:1.25;I:1.25;W:1.1;Y:1;B:1;M:.5;K:.5;N:.5;Q:.25;T:.25;F:1.5;A:1.5;,J:1.25;C:1.25;D:1;I:1;W:1;Z:1;Y:1;M:1;U:1;S:1;B:.75;H:.75;K:.5;L:.5;Q:.25;,F:1.5;A:1.5;J:1.3;C:1.3;D:1.3;I:1.3;Y:1;H:1;B:1;M:1;L:1;K:.5;N:.5;Q:.5;V:.5;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZ,F:1.5;P:1.5;A:1.25;G:1;J:1.3;C:1.3;D:1.3;I:1.3;Z:1;W:1;Y:1;B:1;M:1;S:1;H:.75;Q:.4;K:.4;L:.25;U:.25;T:.25;X:.25;V:.25;,,J:1.5;C:1.5;D:1.3;I:1.3;Y:1;B:1;M:1;U:1;K:1;H:1;L:1;Q:1;T:1;E:1;N:.4;R:.4;V:.4;W:.4;,F:1.5;P:1.5;C:1.3;D:1.3;I:1.3;J:1.3;Z:1.1;W:1.1;S:1.1;A:1;Y:1;B:1;M:1;U:.8;K:.4;H:.4;L:.4;Q:.4;T:.2;E:.2;N:.2;R:.2;G:.2;V:.2;,J:1.5;C:1.5;D:1.5;I:1.5;E:1.5;P:1.25;A:1.25;Y:1;M:1;H:1;B:1;K:1;V:1;T:1;N:.4;S:.4;Q:.4;X:.4;,F:1.5;U:1.5;P:1.25;J:1.3;C:1.3;D:1.3;I:1.3;Q:1.3;W:1.1;Y:1;B:1;M:1;E:1;H:1;K:.4;L:.4;N:.4;R:.4;S:.4;V:.4;V:.4;T:.3;,,C:1.3;D:1.3;I:1.3;J:1.3;Z:1.1;Y:1;B:1;M:1;U:.8;K:.4;H:.4;L:.4;Q:.4;P:.4;F:.4;W:.4;S:.4;A:.4;,P:1.5;F:1.5;J:1.3;C:1.3;D:1.3;I:1.3;R:1.3;Z:1;Y:1;B:1;M:1;S:1;W:1;,,,,J:1.3;C:1.3;D:1.3;I:1;Y:1;B:1;M:1;L:1;E:1;K:1;V:1;H:1;S:.5;R:.5;U:.5;T:.5;Q:.5;W:.25;P:.25;A:.25;N:.25;Z:.25;G:.25;F:.25;,C:1.3;I:1.3;J:1.3;Z:1.3;B:1;E:1;H:1;K:1;L:1;M:1;N:1;Q:1;R:1;S:1;T:1;U:1;Y:1;,J:1.3;C:1.3;D:1.3;I:1.3;Z:1.3;B:1;M:1;U:1;K:1;H:.5;L:.5;Q:.5;T:.5;N:.5;R:.5;V:.5;,F:1.5;P:1.5;A:1.5;J:1.3;C:1.3;D:1.3;I:1.3;Y:1;E:.4;B:.4;M:.4;K:.4;H:.4;Q:.4;T:.4;L:.4;N:.4;V:.4;G:.4;U:.4;,J:1.3;C:1.3;D:1.3;I:1.3;Y:1;B:1;M:1;U:1;K:1;R:1;H:1;G:1;L:.4;Q:.4;N:.4;T:.4;V:.4;S:.4;E:.4;,J:1.3;C:1.3;D:1.3;I:1;Z:1;W:1.1;S:1.1;A:1.1;Y:1;B:1;M:.4;U:.4;K:.4;H:.4;L:.4;,J:1.3;C:1.3;D:1.3;I:1.3;W:1.3;S:1.3;Y:1;B:1;M:1;U:1;K:1;H:1;L:1;Q:1;T:.4;E:.4;N:.4;V:.4;A:.4;R:.4;G:.4;,J:1.3;C:1.25;D:1.15;W:1.15;U:1.15;A:1;E:1;Y:1;B:1;M:1;K:.8;V:.8;T:.8;R:.5;Q:.5;H:.5;N:.5;,F:3;J:2.5;C:2;D:1.5;I:1;W:1.1;S:.75;Y:1;P:1;B:1;M:1;H:1;K:1;U:.5;A:.5;L:.5;E:.5;Q:.5;V:.25;Z:.25;T:.25;N:.25;R:.25;,J:1.3;C:1.3;D:1.3;Y:1;M:1;B:1;H:1;K:1;T:1;G:.5;L:.5;X:.5;Q:.5;U:.5;A:.5;,F:1.5;A:1.5;P:1.4;J:1.3;C:1.3;D:1.1;I:1.1;W:1;Y:1;B:1;M:.4;K:.4;N:.4;Q:.4;,J:1.3;C:1.3;D:1.3;I:1.3;W:1.1;Z:1.1;U:1.1;Y:1;M:1;S:1;H:.75;B:.5;K:.4;L:.4;Q:.4;,F:1.5;A:1.5;J:1.5;C:1.3;D:1.3;I:1;Y:1;B:1;M:1;L:1;H:1;K:.4;N:.4;Q:.4;V:.4;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CQ,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL,[5],,J:2;C:2;D:2;I:2;W:1.25;Y:1.25;B:1;M:1;K:1;H:1;Q:1;L:1;T:1;U:1;E:.5;N:.5;R:.5;V:.25,P:3;F:3;J:2;C:2;D:2;I:2;Z:2;W:1.5;S:1.5;A:1.5;Y:1.25;B:1.25;M:1.25;U:1;K:1;H:.5;L:.5;Q:.5;T:.5;E:.5;N:.5;R:.25;G:.25;V:.25;,J:2;C:2;D:2;I:2;E:2;A:1.5;P:1.5;Y:1.25;B:1.25;M:1.25;H:1;K:1;V:1;T:1;N:.5;S:.5;Q:.5;X:.5;G:.5;R:.25;F:.25;O:.25;L:.25;W:.25;,U:3;F:3;P:3;J:2;C:2;D:2;Q:2;I:2;W:1.5;Y:1.5;B:1.5;M:1;E:1;H:1;K:.5;L:.5;N:.5;R:.5;S:.5;V:.5;T:.25;G:.25;Z:.25,F:.25;A:.25;U:.25;N:.25;V:.5;S:.5;B:.5;T:1;J:1;W:1;P:1;K:1;M:1;H:1;Q:1;E:1;L:1;Y:1.25;C:1.5;D1.5;,J:2;C:2;D:2;I:2;Z:2;Y:1.25;B:1.25;M:1.25;U:1;K:1;W:1;P:1;F:1;H:.5;L:.5;Q:.5;T:.5;E:.5;N:.5;S:.5;A:.5;R:.25;G:.25;V:.25,P:3;F:3;J:2;C:2;D:2;I:2;R:2;W:1.25;Y:1.25;B:1.25;S:1;M:1;H:1;E:1;G:1;Q:1;K:1;L:1;U:1;T:1;N:1;,F:2;A:3;C:2;J:2;Z:2I:1.5;P:1.5;Y:1.25;M:1.25;T:1.25;U:1.25;N:1;L:1;Q:.75;S:.75;K:.75;H:.5;V:.5;O:.25;W:.25,J:2;C:2;D:2;I:2;Z:2;W:1.5;S:1.5;K:1.5;H:1.5;V:1.25;Y:1.25;B:1.25;R:1;L:1;U:1;M:.5;E:.5;Q:.5;X:.5;N:.25;O:.25;T:.25,F:3;A:3;J:2;C:2;D:2;I:2;W:1.5;R:1.5;O:1.5;Y:1.25;B:1.25;H:1;K:1;L:.5;E:.5;N:.5;V:.5;Q:.5;T:.5;U:.5;S:.5;M:.5;G:.25,J:1;C:1;D:1;I:1;Y:1;B:1;M:1;L:.5;K:.5;H:.5;V:.5;E:.5;Q:.25;R:.25;S:.25;U:.25;T:.25;F:.25,J:1;C:1;D:1;I:1;Z:1;Y:1;B:1;M:1;U:.5;K:.5;H:.5;L:.5;N:.5;Q:.5;R:.25;E:.25;T:.25;W:.25,J:1;C:1;D:1;I:1;Z:1;Y:1;B:1;M:1;U:.5;K:.5;H:.5;L:.5;Q:.5;T:.5;N:.25;R:.25;V:.25,F:1;P:1;A:1;J:1;C:1;D:1;I:1;Y:1;E:1;B:1;M:.5;K:.5;H:.5;L:.5;Q:.5;T:.5;G:.25;N:.25;V:.25;U:.25,J:1;C:1;D:1;I:1;Y:1;B:1;M:.5;U:.5;K:.5;R:.5;H:.5;G:.5;L:.5;Q:.25;N:.25;T:.25;V:.25;S:.25;E:.25,J:1;C:1;D:1;I:1;Z:1;W:1;S:1;A:1;Y:1;B:1;M:.5;U:.5;K:.5;H:.5;T:.5;L:.5;Q:.25;E:.25;N:.25,J:1;C:1;D:1;I:1;W:1;S:1;Y:1;B:.5;M:.5;U:.5;K:.5;H:.5;L:.5;Q:.5;T:.25;E:.25;A:.25;G:.25;V:.25;N:.25;R:.25;,F:1;J:1;C:1;D:1;W:1;U:1;A:1;E:1;Y:1;B:1;M:1;K:.5;V:.5;T:.5;R:.25;Q:.25;H:.25;N:.25,F:1;J:1;C:1;D:1;I:1;W:1;S:1;Y:1;P:.5;B:.5;M:.5;H:.5;K:.5;U:.5;A:.5;L:.5;E:.5;Q:.5;V:.25;Z:.25;T:.25;N:.25;R:.25,J:1;C:1;D:1;I:1;Y:1;B:1;M:1;H:.5;K:.5;T:.5;A:.5;L:.5;Q:.5;U:.25;X:.25,F:1;A:1;P:1;J:1;C:1;D:1;I:1;Y:1;B:1;M:.5;K:.5;N:.5;Q:.25;T:.25,J:1;C:1;D:1;I:1;W:1;Z:1;U:1;Y:1;M:.5;S:.5;B:.5;H:.5;K:.5;L:.5;Q:.25,F:1;A:1;J:1;C:1;D:1;I:1;Y:1;H:1;B:1;M:1;L:.5;K:.5;N:.25;Q:.25;V:.25,H:.25;I:.25;B:.25;M:.25;G:.25;L:.25;K:.25;Q:.5;S:.5;S:.5;N:.5;W:.5;V:.5;X:.5;Y:1;F:1;P:1;J:1;C:1;,K:1;Y:1;V:1;B:.5;W:.5;Q:.5;L:.5;H:.5;M:.5;P:.5;G:.5;X:.25;D:.25;I:.25;C:.25;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HA,,,,,,,,,P:2;F:1.65;J:1.35;C:1.25;D:1.25;I:1.25;R:1.25;Z:1;W:1;Y:1;B:1;M:1;H:1;E:1;L:1;K:1;,,J:2;D:2;C:2;I:1.5;Z:1.5;W:1.5;S:1.5;K:1.25;H:1.25;Y:1;B:1;R:1;L:1;M:1;U:1;,J:2;C:2;D:1.5;I:1.5;W:1.25;R:1.25;O:1.25;Y:1;B:1;H:1;K:1;L:1;E:.5;N:.5;V:.5;Q:.5;T:.5;U:.5;S:.5;M:.5;,,,,,,,,F:1.5;J:1.3;C:1.25;D:1;Y:1;B:1;M:1;K:.8;V:.8;T:.8;R:.5;Q:.5;H:.5;N:.5;,,,,,,COACH:1;FIRST:1.5,,,,,,,J:1.25;P:1.25;C:1.25;D:1.25;A:1.25;Y :1;W:.7;X:.7;Q :.7;V:.5;B:.5;S:.5;N :.5;M:.3;I:.3;H:.3;G:.3;K:.3;L:.3;Z:.3;O :.3;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J:1;P:1;C:1;A:1;D:1;Y:1;W:1;X:1; Q:1; V:1;B:1;S:1;N:1;M:1;I:1;H:1;G:1;K:1;,,,,,,,,,,,,,J:1.25;C:1.25;D:1.25;I:1.25;Y:1;E:1;K:1;H:1;Q:1; B:1;L:1;Z:.5;O:.5;U:.5;S:.5;P:.5;V:.5;R:.5;W:.5;M:.5;,,,,,,,,
JL,,,,P:1.5;F:1.5;J:1.25;C:1.25;D:1.25;I:1.25;Z:1.25;W:1;S:1;A:1;Y:1;B:1;M:.7;U:.7;K:.7;P:.7;F:.7;W:.7;H:.5;L:.5;Q:.5;S:.5;A:.5;,,F:1.5;U:1.5;P:1.25;J:1.25;C:1.25;D:1.25;I:1.25;Q:1.25;W:1;Y:1;B:.7;M:.7;E:.7;H:.7;K:.5;L:.5;N:.5;R:.5;S:.5;V:.5;T:.3;,,,,,,,,,,,,,,,,,,,,,,,,,,,F:1.5;A:1.5;J:1.25;C:1.25;D:1.25;X:1.25;I:.7;W:1;E:1;Y:1;B:1;H:.7;K:.7;M:.7;L:.5;V:.5;S:.5;O:.5;G:.5;R:.5;Q:.3;N:.3;,,F:1.5;A:1.5;J:1.25;C:1.25;D:1.25;Z:1.25;Y:1;B:1;H:1;K:.5;M:.5;L:.25;V:.25;S:.25;,,,,,,,,,C:1.25;D:1.25;Y:1;M:1;K:1;N:1;T:1;L:1;H:1;V:.5;Q:.5;G:.5;B:.5;,F:1.5;A:1.5;J:1.25;C:1.25;D:1.25;I:1.25;R:1;W:1;Y:1;E:.7;B:.7;H:.7;K:.5;M:.5;L:.5;,F:1.5;A:1.5;J:1.25;C:1.25;D:1.25;I:1.25;R:1;W:1;Y:1;E:.7;B:.7;H:.7;K:.5;M:.5;L:.5;,,,,F:1.5;A:1.5;J:1.25;C:1.25;D:1.25;I:1.25;Y:1;W:1;R:.7;T:.7;B:.7;H:.7;K:.5;M:.5;V:.5;L:.5;,,,A:1.5;F:1.5;J:1.25;D:1.25;I:1.25;R:1.25;W:1;P:1;Y:1;H:.7;K:.7;M:.7;L:.5;V:.5;S:.5;N:.5;G:.5;O:.3;Q:.3;,F:1.5;P:1.5;Y:1;S:1;B:1;M:.7;H:.7;Q:.7;L:.5;V:.5;K:.5;G:.3;T:.3;R:.3;,F:1.5;A:1.5;J:1.25;C:1.25;I:1.25;O:.5;Y:1;E:1;W:1;R:1;K:.5;U:.5;B:.5;M:.5;V:.5;T:.5;L:.5;Q:.5;X:.5;,,,F:1.5;P:1.5;A:1.5;J:1.25;C:1.25;D:1.25;I:1.25;R:1.25;Y:1;B:1;H:1;K:.5;M:.5;L:.3;V:.3;S:.3;N:.3;Q:.3;G:.3;,,,,F:1.5;A:1.5;J:1.25;C:1.25;D:1.25;R:1.25;I:1.25;W:1;E:1;T:1;Y:1;B:1;H:.7;K:.5;M:.5;L:.5;V:.5;S:.5;N:.5;Q:.25;O:.25;G:.25;,J:1.25;C:1.25;D:1.25;I:.7;Y:1;B:1;H:.7;K:.7;M:.7;P:.7;T:.7;L:.5;V:.5;S:.5;N:.25;Q:.25;O:.25;Z:.25;,J:1.25;C:1.25;D:1.25;R:1.25;I:.7;W:1;E:1;T:1;Y:1;B:1;H:.7;K:.7;L:.5;M:.5;V:.5;F:.5;Z:.5;G:.5;S:.25;N:.25;O:.25;Q:.25;A:.25;,J:1.25;C:1.25;D:1.25;I:1.25;Z:1.25;W:1;P:1;Y:1;B:1;H:.7;K:.7;M:.7;L:.7;V:.5;X:.5;S:.5;N:.5;Q:.5;O:.5;G:.5;A:.3;,J:1.25;C:1.25;D:1.25;I:1.25;Z:1.25;W:1;P:1;Y:1;B:1;H:.7;K:.7;M:.7;L:.7;V:.5;X:.5;S:.5;N:.5;Q:.5;O:.5;G:.5;A:.3;,J:1.25;C:1.25;D:1.25;I:1;Z:1;Y:1;B:.7;H:.7;K:.7;M:.7;L:.5;V:.5;S:.5;N:.5;Q:.5;O:.25;P:.25;W:.25;,J:1.25;C:1.25;D:1.25;Y:1;B:.5;H:.5;K:.25;M:.25;L:.25;V:.25;T:.25;R:.25;S:.25;N:.25;Q:.25;O:.25;,J:1.25;C:1.25;D:1.25;I:1;Y:1;B:1;P:1;H:1;K:.7;W:.7;M:.7;E:.7;L:.5;R:.5;V:.5;S:.5;N:.3;Q:.3;O:.3;,,,,,,,,,,,,,,,,,,,,,,,,,
